,YEAR,SITE,RACE,SEX,COUNT,POPULATION
1541,2002,Pancreas,Hispanic,Male,667,19815806
1542,2002,Pancreas,White,Female,13110,118305862
1543,2002,Pancreas,White,Male,12921,115345166
1544,2002,Penis,Black,Male,22,17977698
1545,2002,Penis,Hispanic,Male,30,19815806
1546,2002,Penis,White,Male,180,115345166
1547,2002,"Peritoneum, Omentum and Mesentery",Black,Female,36,19770726
1548,2002,"Peritoneum, Omentum and Mesentery",Hispanic,Female,22,18797669
1549,2002,"Peritoneum, Omentum and Mesentery",White,Female,500,118305862
1550,2002,"Peritoneum, Omentum and Mesentery",White,Male,60,115345166
1551,2002,Pleura,White,Female,30,118305862
1552,2002,Pleura,White,Male,39,115345166
1553,2002,Prostate,American Indian/Alaska Native,Male,85,1598182
1554,2002,Prostate,Asian/Pacific Islander,Male,298,6309513
1555,2002,Prostate,Black,Male,5145,17977698
1556,2002,Prostate,Hispanic,Male,1209,19815806
1557,2002,Prostate,White,Male,24918,115345166
1558,2002,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Female,18,1604289
1559,2002,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Male,35,1598182
1560,2002,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Female,86,6713757
1561,2002,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Male,119,6309513
1562,2002,Rectum and Rectosigmoid Junction,Black,Female,417,19770726
1563,2002,Rectum and Rectosigmoid Junction,Black,Male,490,17977698
1564,2002,Rectum and Rectosigmoid Junction,Hispanic,Female,146,18797669
1565,2002,Rectum and Rectosigmoid Junction,Hispanic,Male,214,19815806
1566,2002,Rectum and Rectosigmoid Junction,White,Female,3293,118305862
1567,2002,Rectum and Rectosigmoid Junction,White,Male,4158,115345166
1568,2002,Retroperitoneum,White,Female,95,118305862
1569,2002,Retroperitoneum,White,Male,101,115345166
1570,2002,Salivary Gland,Black,Female,26,19770726
1571,2002,Salivary Gland,Black,Male,24,17977698
1572,2002,Salivary Gland,White,Female,232,118305862
1573,2002,Salivary Gland,White,Male,426,115345166
1574,2002,Skin excluding Basal and Squamous,Asian/Pacific Islander,Female,23,6713757
1575,2002,Skin excluding Basal and Squamous,Asian/Pacific Islander,Male,29,6309513
1576,2002,Skin excluding Basal and Squamous,Black,Female,91,19770726
1577,2002,Skin excluding Basal and Squamous,Black,Male,170,17977698
1578,2002,Skin excluding Basal and Squamous,Hispanic,Female,88,18797669
1579,2002,Skin excluding Basal and Squamous,Hispanic,Male,129,19815806
1580,2002,Skin excluding Basal and Squamous,White,Female,3410,118305862
1581,2002,Skin excluding Basal and Squamous,White,Male,6159,115345166
1582,2002,Small Intestine,Black,Female,78,19770726
1583,2002,Small Intestine,Black,Male,72,17977698
1584,2002,Small Intestine,Hispanic,Male,22,19815806
1585,2002,Small Intestine,White,Female,401,118305862
1586,2002,Small Intestine,White,Male,441,115345166
1587,2002,Soft Tissue including Heart,Asian/Pacific Islander,Female,36,6713757
1588,2002,Soft Tissue including Heart,Asian/Pacific Islander,Male,33,6309513
1589,2002,Soft Tissue including Heart,Black,Female,223,19770726
1590,2002,Soft Tissue including Heart,Black,Male,193,17977698
1591,2002,Soft Tissue including Heart,Hispanic,Female,110,18797669
1592,2002,Soft Tissue including Heart,Hispanic,Male,126,19815806
1593,2002,Soft Tissue including Heart,White,Female,1526,118305862
1594,2002,Soft Tissue including Heart,White,Male,1528,115345166
1595,2002,Stomach,American Indian/Alaska Native,Female,46,1604289
1596,2002,Stomach,American Indian/Alaska Native,Male,45,1598182
1597,2002,Stomach,Asian/Pacific Islander,Female,305,6713757
1598,2002,Stomach,Asian/Pacific Islander,Male,352,6309513
1599,2002,Stomach,Black,Female,937,19770726
1600,2002,Stomach,Black,Male,1194,17977698
1601,2002,Stomach,Hispanic,Female,514,18797669
1602,2002,Stomach,Hispanic,Male,671,19815806
1603,2002,Stomach,White,Female,3777,118305862
1604,2002,Stomach,White,Male,5542,115345166
1605,2002,Testis,Black,Male,28,17977698
1606,2002,Testis,Hispanic,Male,57,19815806
1607,2002,Testis,White,Male,357,115345166
1608,2002,Thyroid,Asian/Pacific Islander,Female,31,6713757
1609,2002,Thyroid,Black,Female,78,19770726
1610,2002,Thyroid,Black,Male,40,17977698
1611,2002,Thyroid,Hispanic,Female,62,18797669
1612,2002,Thyroid,Hispanic,Male,45,19815806
1613,2002,Thyroid,White,Female,697,118305862
1614,2002,Thyroid,White,Male,503,115345166
1615,2002,Tongue,Asian/Pacific Islander,Female,19,6713757
1616,2002,Tongue,Asian/Pacific Islander,Male,22,6309513
1617,2002,Tongue,Black,Female,55,19770726
1618,2002,Tongue,Black,Male,157,17977698
1619,2002,Tongue,Hispanic,Female,23,18797669
1620,2002,Tongue,Hispanic,Male,60,19815806
1621,2002,Tongue,White,Female,589,118305862
1622,2002,Tongue,White,Male,1032,115345166
1623,2002,Tonsil,Black,Female,17,19770726
1624,2002,Tonsil,Black,Male,74,17977698
1625,2002,Tonsil,Hispanic,Male,21,19815806
1626,2002,Tonsil,White,Female,141,118305862
1627,2002,Tonsil,White,Male,399,115345166
1628,2002,"Trachea, Mediastinum and Other Respiratory Organs",Black,Male,18,17977698
1629,2002,"Trachea, Mediastinum and Other Respiratory Organs",White,Female,95,118305862
1630,2002,"Trachea, Mediastinum and Other Respiratory Organs",White,Male,150,115345166
1631,2002,Ureter,White,Female,123,118305862
1632,2002,Ureter,White,Male,156,115345166
1633,2002,Urinary Bladder,American Indian/Alaska Native,Male,17,1598182
1634,2002,Urinary Bladder,Asian/Pacific Islander,Female,47,6713757
1635,2002,Urinary Bladder,Asian/Pacific Islander,Male,98,6309513
1636,2002,Urinary Bladder,Black,Female,459,19770726
1637,2002,Urinary Bladder,Black,Male,481,17977698
1638,2002,Urinary Bladder,Hispanic,Female,135,18797669
1639,2002,Urinary Bladder,Hispanic,Male,252,19815806
1640,2002,Urinary Bladder,White,Female,3604,118305862
1641,2002,Urinary Bladder,White,Male,7907,115345166
1642,2002,"Uterus, NOS",American Indian/Alaska Native,Female,20,1604289
1643,2002,"Uterus, NOS",Asian/Pacific Islander,Female,66,6713757
1644,2002,"Uterus, NOS",Black,Female,626,19770726
1645,2002,"Uterus, NOS",Hispanic,Female,187,18797669
1646,2002,"Uterus, NOS",White,Female,2954,118305862
1647,2002,Vagina,Black,Female,46,19770726
1648,2002,Vagina,Hispanic,Female,16,18797669
1649,2002,Vagina,White,Female,326,118305862
1650,2002,Vulva,Black,Female,43,19770726
1651,2002,Vulva,Hispanic,Female,33,18797669
1652,2002,Vulva,White,Female,742,118305862
1653,2003,Acute Lymphocytic,Asian/Pacific Islander,Female,24,6988593
1654,2003,Acute Lymphocytic,Asian/Pacific Islander,Male,17,6542554
1655,2003,Acute Lymphocytic,Black,Female,46,20015421
1656,2003,Acute Lymphocytic,Black,Male,87,18194320
1657,2003,Acute Lymphocytic,Hispanic,Female,98,19529116
1658,2003,Acute Lymphocytic,Hispanic,Male,163,20516198
1659,2003,Acute Lymphocytic,White,Female,499,119015908
1660,2003,Acute Lymphocytic,White,Male,741,116039126
1661,2003,Acute Myeloid,Asian/Pacific Islander,Female,80,6988593
1662,2003,Acute Myeloid,Asian/Pacific Islander,Male,77,6542554
1663,2003,Acute Myeloid,Black,Female,317,20015421
1664,2003,Acute Myeloid,Black,Male,321,18194320
1665,2003,Acute Myeloid,Hispanic,Female,199,19529116
1666,2003,Acute Myeloid,Hispanic,Male,225,20516198
1667,2003,Acute Myeloid,White,Female,3205,119015908
1668,2003,Acute Myeloid,White,Male,4096,116039126
1669,2003,"Anus, Anal Canal and Anorectum",Black,Female,33,20015421
1670,2003,"Anus, Anal Canal and Anorectum",Black,Male,29,18194320
1671,2003,"Anus, Anal Canal and Anorectum",White,Female,326,119015908
1672,2003,"Anus, Anal Canal and Anorectum",White,Male,154,116039126
1673,2003,Bones and Joints,Asian/Pacific Islander,Male,16,6542554
1674,2003,Bones and Joints,Black,Female,59,20015421
1675,2003,Bones and Joints,Black,Male,78,18194320
1676,2003,Bones and Joints,Hispanic,Female,39,19529116
1677,2003,Bones and Joints,Hispanic,Male,70,20516198
1678,2003,Bones and Joints,White,Female,463,119015908
1679,2003,Bones and Joints,White,Male,624,116039126
1680,2003,Cervix,American Indian/Alaska Native,Female,31,1659114
1681,2003,Cervix,Asian/Pacific Islander,Female,141,6988593
1682,2003,Cervix,Black,Female,794,20015421
1683,2003,Cervix,Hispanic,Female,391,19529116
1684,2003,Cervix,White,Female,2953,119015908
1685,2003,Chronic Lymphocytic,Asian/Pacific Islander,Male,16,6542554
1686,2003,Chronic Lymphocytic,Black,Female,156,20015421
1687,2003,Chronic Lymphocytic,Black,Male,177,18194320
1688,2003,Chronic Lymphocytic,Hispanic,Female,39,19529116
1689,2003,Chronic Lymphocytic,Hispanic,Male,58,20516198
1690,2003,Chronic Lymphocytic,White,Female,1708,119015908
1691,2003,Chronic Lymphocytic,White,Male,2406,116039126
1692,2003,Chronic Myeloid,Black,Female,57,20015421
1693,2003,Chronic Myeloid,Black,Male,88,18194320
1694,2003,Chronic Myeloid,Hispanic,Female,21,19529116
1695,2003,Chronic Myeloid,Hispanic,Male,41,20516198
1696,2003,Chronic Myeloid,White,Female,478,119015908
1697,2003,Chronic Myeloid,White,Male,586,116039126
1698,2003,Colon and Rectum,American Indian/Alaska Native,Female,93,1659114
1699,2003,Colon and Rectum,American Indian/Alaska Native,Male,110,1652897
1700,2003,Colon and Rectum,Asian/Pacific Islander,Female,547,6988593
1701,2003,Colon and Rectum,Asian/Pacific Islander,Male,550,6542554
1702,2003,Colon and Rectum,Black,Female,3590,20015421
1703,2003,Colon and Rectum,Black,Male,3321,18194320
1704,2003,Colon and Rectum,Hispanic,Female,1102,19529116
1705,2003,Colon and Rectum,Hispanic,Male,1359,20516198
1706,2003,Colon and Rectum,White,Female,23563,119015908
1707,2003,Colon and Rectum,White,Male,24009,116039126
1708,2003,Colon excluding Rectum,American Indian/Alaska Native,Female,75,1659114
1709,2003,Colon excluding Rectum,American Indian/Alaska Native,Male,90,1652897
1710,2003,Colon excluding Rectum,Asian/Pacific Islander,Female,456,6988593
1711,2003,Colon excluding Rectum,Asian/Pacific Islander,Male,438,6542554
1712,2003,Colon excluding Rectum,Black,Female,3162,20015421
1713,2003,Colon excluding Rectum,Black,Male,2819,18194320
1714,2003,Colon excluding Rectum,Hispanic,Female,937,19529116
1715,2003,Colon excluding Rectum,Hispanic,Male,1093,20516198
1716,2003,Colon excluding Rectum,White,Female,20305,119015908
1717,2003,Colon excluding Rectum,White,Male,19903,116039126
1718,2003,Corpus,Asian/Pacific Islander,Female,44,6988593
1719,2003,Corpus,Black,Female,507,20015421
1720,2003,Corpus,Hispanic,Female,127,19529116
1721,2003,Corpus,White,Female,2705,119015908
1722,2003,"Corpus and Uterus, NOS",Asian/Pacific Islander,Female,140,6988593
1723,2003,"Corpus and Uterus, NOS",Black,Female,1107,20015421
1724,2003,"Corpus and Uterus, NOS",Hispanic,Female,321,19529116
1725,2003,"Corpus and Uterus, NOS",White,Female,5641,119015908
1726,2003,Esophagus,American Indian/Alaska Native,Male,38,1652897
1727,2003,Esophagus,Asian/Pacific Islander,Female,29,6988593
1728,2003,Esophagus,Asian/Pacific Islander,Male,133,6542554
1729,2003,Esophagus,Black,Female,458,20015421
1730,2003,Esophagus,Black,Male,1133,18194320
1731,2003,Esophagus,Hispanic,Female,99,19529116
1732,2003,Esophagus,Hispanic,Male,322,20516198
1733,2003,Esophagus,White,Female,2441,119015908
1734,2003,Esophagus,White,Male,8617,116039126
1735,2003,Eye and Orbit,White,Female,105,119015908
1736,2003,Eye and Orbit,White,Male,115,116039126
1737,2003,Female Breast,American Indian/Alaska Native,Female,147,1659114
1738,2003,Female Breast,Asian/Pacific Islander,Female,745,6988593
1739,2003,Female Breast,Black,Female,5695,20015421
1740,2003,Female Breast,Hispanic,Female,1884,19529116
1741,2003,Female Breast,White,Female,35032,119015908
1742,2003,Floor of Mouth,Black,Male,21,18194320
1743,2003,Floor of Mouth,White,Female,46,119015908
1744,2003,Floor of Mouth,White,Male,75,116039126
1745,2003,Gallbladder,Asian/Pacific Islander,Female,40,6988593
1746,2003,Gallbladder,Asian/Pacific Islander,Male,25,6542554
1747,2003,Gallbladder,Black,Female,133,20015421
1748,2003,Gallbladder,Black,Male,44,18194320
1749,2003,Gallbladder,Hispanic,Female,120,19529116
1750,2003,Gallbladder,Hispanic,Male,54,20516198
1751,2003,Gallbladder,White,Female,1130,119015908
1752,2003,Gallbladder,White,Male,520,116039126
1753,2003,Gum and Other Mouth,Black,Female,42,20015421
1754,2003,Gum and Other Mouth,Black,Male,102,18194320
1755,2003,Gum and Other Mouth,Hispanic,Male,22,20516198
1756,2003,Gum and Other Mouth,White,Female,469,119015908
1757,2003,Gum and Other Mouth,White,Male,542,116039126
1758,2003,Hodgkin Lymphoma,Black,Female,52,20015421
1759,2003,Hodgkin Lymphoma,Black,Male,68,18194320
1760,2003,Hodgkin Lymphoma,Hispanic,Female,39,19529116
1761,2003,Hodgkin Lymphoma,Hispanic,Male,52,20516198
1762,2003,Hodgkin Lymphoma,White,Female,554,119015908
1763,2003,Hodgkin Lymphoma,White,Male,638,116039126
1764,2003,Hypopharynx,Black,Male,49,18194320
1765,2003,Hypopharynx,White,Female,60,119015908
1766,2003,Hypopharynx,White,Male,195,116039126
1767,2003,Kidney and Renal Pelvis,American Indian/Alaska Native,Female,31,1659114
1768,2003,Kidney and Renal Pelvis,American Indian/Alaska Native,Male,48,1652897
1769,2003,Kidney and Renal Pelvis,Asian/Pacific Islander,Female,59,6988593
1770,2003,Kidney and Renal Pelvis,Asian/Pacific Islander,Male,102,6542554
1771,2003,Kidney and Renal Pelvis,Black,Female,439,20015421
1772,2003,Kidney and Renal Pelvis,Black,Male,677,18194320
1773,2003,Kidney and Renal Pelvis,Hispanic,Female,272,19529116
1774,2003,Kidney and Renal Pelvis,Hispanic,Male,426,20516198
1775,2003,Kidney and Renal Pelvis,White,Female,4090,119015908
1776,2003,Kidney and Renal Pelvis,White,Male,6840,116039126
1777,2003,Larynx,Asian/Pacific Islander,Male,28,6542554
1778,2003,Larynx,Black,Female,122,20015421
1779,2003,Larynx,Black,Male,571,18194320
1780,2003,Larynx,Hispanic,Male,148,20516198
1781,2003,Larynx,White,Female,641,119015908
1782,2003,Larynx,White,Male,2410,116039126
1783,2003,Leukemias,American Indian/Alaska Native,Female,39,1659114
1784,2003,Leukemias,American Indian/Alaska Native,Male,38,1652897
1785,2003,Leukemias,Asian/Pacific Islander,Female,167,6988593
1786,2003,Leukemias,Asian/Pacific Islander,Male,179,6542554
1787,2003,Leukemias,Black,Female,849,20015421
1788,2003,Leukemias,Black,Male,922,18194320
1789,2003,Leukemias,Hispanic,Female,508,19529116
1790,2003,Leukemias,Hispanic,Male,651,20516198
1791,2003,Leukemias,White,Female,8449,119015908
1792,2003,Leukemias,White,Male,10965,116039126
1793,2003,Lip,White,Female,19,119015908
1794,2003,Lip,White,Male,51,116039126
1795,2003,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Female,34,1659114
1796,2003,Liver and Intrahepatic Bile Duct,American Indian/Alaska Native,Male,71,1652897
1797,2003,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Female,376,6988593
1798,2003,Liver and Intrahepatic Bile Duct,Asian/Pacific Islander,Male,688,6542554
1799,2003,Liver and Intrahepatic Bile Duct,Black,Female,643,20015421
1800,2003,Liver and Intrahepatic Bile Duct,Black,Male,1234,18194320
1801,2003,Liver and Intrahepatic Bile Duct,Hispanic,Female,525,19529116
1802,2003,Liver and Intrahepatic Bile Duct,Hispanic,Male,986,20516198
1803,2003,Liver and Intrahepatic Bile Duct,White,Female,4171,119015908
1804,2003,Liver and Intrahepatic Bile Duct,White,Male,7489,116039126
1805,2003,Lung and Bronchus,American Indian/Alaska Native,Female,255,1659114
1806,2003,Lung and Bronchus,American Indian/Alaska Native,Male,301,1652897
1807,2003,Lung and Bronchus,Asian/Pacific Islander,Female,955,6988593
1808,2003,Lung and Bronchus,Asian/Pacific Islander,Male,1458,6542554
1809,2003,Lung and Bronchus,Black,Female,6382,20015421
1810,2003,Lung and Bronchus,Black,Male,9985,18194320
1811,2003,Lung and Bronchus,Hispanic,Female,1496,19529116
1812,2003,Lung and Bronchus,Hispanic,Male,2640,20516198
1813,2003,Lung and Bronchus,White,Female,60492,119015908
1814,2003,Lung and Bronchus,White,Male,78162,116039126
1815,2003,Lymphomas,American Indian/Alaska Native,Female,40,1659114
1816,2003,Lymphomas,American Indian/Alaska Native,Male,38,1652897
1817,2003,Lymphomas,Asian/Pacific Islander,Female,217,6988593
1818,2003,Lymphomas,Asian/Pacific Islander,Male,246,6542554
1819,2003,Lymphomas,Black,Female,736,20015421
1820,2003,Lymphomas,Black,Male,755,18194320
1821,2003,Lymphomas,Hispanic,Female,527,19529116
1822,2003,Lymphomas,Hispanic,Male,621,20516198
1823,2003,Lymphomas,White,Female,9705,119015908
1824,2003,Lymphomas,White,Male,11085,116039126
1825,2003,Male Breast,Black,Male,51,18194320
1826,2003,Male Breast,White,Male,325,116039126
1827,2003,Melanomas of the Skin,Asian/Pacific Islander,Male,21,6542554
1828,2003,Melanomas of the Skin,Black,Female,71,20015421
1829,2003,Melanomas of the Skin,Black,Male,50,18194320
1830,2003,Melanomas of the Skin,Hispanic,Female,68,19529116
1831,2003,Melanomas of the Skin,Hispanic,Male,91,20516198
1832,2003,Melanomas of the Skin,White,Female,2761,119015908
1833,2003,Melanomas of the Skin,White,Male,4887,116039126
1834,2003,Mesothelioma,Asian/Pacific Islander,Male,20,6542554
1835,2003,Mesothelioma,Black,Male,89,18194320
1836,2003,Mesothelioma,Hispanic,Female,24,19529116
1837,2003,Mesothelioma,Hispanic,Male,80,20516198
1838,2003,Mesothelioma,White,Female,449,119015908
1839,2003,Mesothelioma,White,Male,1896,116039126
1840,2003,Miscellaneous,American Indian/Alaska Native,Female,77,1659114
1841,2003,Miscellaneous,American Indian/Alaska Native,Male,95,1652897
1842,2003,Miscellaneous,Asian/Pacific Islander,Female,324,6988593
1843,2003,Miscellaneous,Asian/Pacific Islander,Male,331,6542554
1844,2003,Miscellaneous,Black,Female,2249,20015421
1845,2003,Miscellaneous,Black,Male,2403,18194320
1846,2003,Miscellaneous,Hispanic,Female,835,19529116
1847,2003,Miscellaneous,Hispanic,Male,951,20516198
1848,2003,Miscellaneous,White,Female,17325,119015908
1849,2003,Miscellaneous,White,Male,17919,116039126
1850,2003,Myeloma,American Indian/Alaska Native,Female,31,1659114
1851,2003,Myeloma,American Indian/Alaska Native,Male,23,1652897
1852,2003,Myeloma,Asian/Pacific Islander,Female,65,6988593
1853,2003,Myeloma,Asian/Pacific Islander,Male,70,6542554
1854,2003,Myeloma,Black,Female,969,20015421
1855,2003,Myeloma,Black,Male,851,18194320
1856,2003,Myeloma,Hispanic,Female,270,19529116
1857,2003,Myeloma,Hispanic,Male,249,20516198
1858,2003,Myeloma,White,Female,4156,119015908
1859,2003,Myeloma,White,Male,4644,116039126
1860,2003,Nasopharynx,Asian/Pacific Islander,Female,27,6988593
1861,2003,Nasopharynx,Asian/Pacific Islander,Male,80,6542554
1862,2003,Nasopharynx,Black,Female,23,20015421
1863,2003,Nasopharynx,Black,Male,60,18194320
1864,2003,Nasopharynx,Hispanic,Male,22,20516198
1865,2003,Nasopharynx,White,Female,138,119015908
1866,2003,Nasopharynx,White,Male,264,116039126
1867,2003,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Female,35,1659114
1868,2003,Non-Hodgkin Lymphoma,American Indian/Alaska Native,Male,34,1652897
1869,2003,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Female,206,6988593
1870,2003,Non-Hodgkin Lymphoma,Asian/Pacific Islander,Male,231,6542554
1871,2003,Non-Hodgkin Lymphoma,Black,Female,684,20015421
1872,2003,Non-Hodgkin Lymphoma,Black,Male,687,18194320
1873,2003,Non-Hodgkin Lymphoma,Hispanic,Female,488,19529116
1874,2003,Non-Hodgkin Lymphoma,Hispanic,Male,569,20516198
1875,2003,Non-Hodgkin Lymphoma,White,Female,9151,119015908
1876,2003,Non-Hodgkin Lymphoma,White,Male,10447,116039126
1877,2003,"Nose, Nasal Cavity and Middle Ear",Black,Male,34,18194320
1878,2003,"Nose, Nasal Cavity and Middle Ear",Hispanic,Male,20,20516198
1879,2003,"Nose, Nasal Cavity and Middle Ear",White,Female,159,119015908
1880,2003,"Nose, Nasal Cavity and Middle Ear",White,Male,240,116039126
1881,2003,Oral Cavity and Pharynx,American Indian/Alaska Native,Female,16,1659114
1882,2003,Oral Cavity and Pharynx,American Indian/Alaska Native,Male,17,1652897
1883,2003,Oral Cavity and Pharynx,Asian/Pacific Islander,Female,67,6988593
1884,2003,Oral Cavity and Pharynx,Asian/Pacific Islander,Male,162,6542554
1885,2003,Oral Cavity and Pharynx,Black,Female,270,20015421
1886,2003,Oral Cavity and Pharynx,Black,Male,837,18194320
1887,2003,Oral Cavity and Pharynx,Hispanic,Female,88,19529116
1888,2003,Oral Cavity and Pharynx,Hispanic,Male,233,20516198
1889,2003,Oral Cavity and Pharynx,White,Female,2127,119015908
1890,2003,Oral Cavity and Pharynx,White,Male,4281,116039126
1891,2003,Oropharynx,Black,Female,21,20015421
1892,2003,Oropharynx,Black,Male,91,18194320
1893,2003,Oropharynx,Hispanic,Male,26,20516198
1894,2003,Oropharynx,White,Female,140,119015908
1895,2003,Oropharynx,White,Male,357,116039126
1896,2003,Other Biliary,Asian/Pacific Islander,Female,28,6988593
1897,2003,Other Biliary,Asian/Pacific Islander,Male,31,6542554
1898,2003,Other Biliary,Black,Female,62,20015421
1899,2003,Other Biliary,Black,Male,46,18194320
1900,2003,Other Biliary,Hispanic,Female,40,19529116
1901,2003,Other Biliary,Hispanic,Male,35,20516198
1902,2003,Other Biliary,White,Female,690,119015908
1903,2003,Other Biliary,White,Male,629,116039126
1904,2003,Other Digestive Organs,Black,Female,55,20015421
1905,2003,Other Digestive Organs,Black,Male,63,18194320
1906,2003,Other Digestive Organs,Hispanic,Female,28,19529116
1907,2003,Other Digestive Organs,Hispanic,Male,30,20516198
1908,2003,Other Digestive Organs,White,Female,395,119015908
1909,2003,Other Digestive Organs,White,Male,414,116039126
1910,2003,Other Endocrine including Thymus,Black,Female,49,20015421
1911,2003,Other Endocrine including Thymus,Black,Male,53,18194320
1912,2003,Other Endocrine including Thymus,Hispanic,Female,31,19529116
1913,2003,Other Endocrine including Thymus,Hispanic,Male,37,20516198
1914,2003,Other Endocrine including Thymus,White,Female,348,119015908
1915,2003,Other Endocrine including Thymus,White,Male,367,116039126
1916,2003,Other Female Genital Organs,Black,Female,45,20015421
1917,2003,Other Female Genital Organs,Hispanic,Female,19,19529116
1918,2003,Other Female Genital Organs,White,Female,319,119015908
1919,2003,Other Leukemias,Asian/Pacific Islander,Female,49,6988593
1920,2003,Other Leukemias,Asian/Pacific Islander,Male,60,6542554
1921,2003,Other Leukemias,Black,Female,273,20015421
1922,2003,Other Leukemias,Black,Male,249,18194320
1923,2003,Other Leukemias,Hispanic,Female,151,19529116
1924,2003,Other Leukemias,Hispanic,Male,164,20516198
1925,2003,Other Leukemias,White,Female,2559,119015908
1926,2003,Other Leukemias,White,Male,3136,116039126
1927,2003,Other Male Genital Organs,White,Male,25,116039126
1928,2003,Other Non-Epithelial Skin,Black,Female,39,20015421
1929,2003,Other Non-Epithelial Skin,Black,Male,88,18194320
1930,2003,Other Non-Epithelial Skin,Hispanic,Female,22,19529116
1931,2003,Other Non-Epithelial Skin,Hispanic,Male,57,20516198
1932,2003,Other Non-Epithelial Skin,White,Female,699,119015908
1933,2003,Other Non-Epithelial Skin,White,Male,1542,116039126
1934,2003,Other Oral Cavity and Pharynx,Black,Female,69,20015421
1935,2003,Other Oral Cavity and Pharynx,Black,Male,264,18194320
1936,2003,Other Oral Cavity and Pharynx,Hispanic,Male,60,20516198
1937,2003,Other Oral Cavity and Pharynx,White,Female,361,119015908
1938,2003,Other Oral Cavity and Pharynx,White,Male,942,116039126
1939,2003,Other Urinary Organs,Black,Female,27,20015421
1940,2003,Other Urinary Organs,White,Female,125,119015908
1941,2003,Other Urinary Organs,White,Male,158,116039126
1942,2003,Ovary,American Indian/Alaska Native,Female,62,1659114
1943,2003,Ovary,Asian/Pacific Islander,Female,276,6988593
1944,2003,Ovary,Black,Female,1196,20015421
1945,2003,Ovary,Hispanic,Female,645,19529116
1946,2003,Ovary,White,Female,13123,119015908
1947,2003,Pancreas,American Indian/Alaska Native,Female,52,1659114
1948,2003,Pancreas,American Indian/Alaska Native,Male,51,1652897
1949,2003,Pancreas,Asian/Pacific Islander,Female,339,6988593
1950,2003,Pancreas,Asian/Pacific Islander,Male,301,6542554
1951,2003,Pancreas,Black,Female,1941,20015421
1952,2003,Pancreas,Black,Male,1675,18194320
1953,2003,Pancreas,Hispanic,Female,741,19529116
1954,2003,Pancreas,Hispanic,Male,744,20516198
1955,2003,Pancreas,White,Female,13385,119015908
1956,2003,Pancreas,White,Male,13033,116039126
1957,2003,Penis,Black,Male,32,18194320
1958,2003,Penis,Hispanic,Male,30,20516198
1959,2003,Penis,White,Male,212,116039126
1960,2003,"Peritoneum, Omentum and Mesentery",Black,Female,39,20015421
1961,2003,"Peritoneum, Omentum and Mesentery",Hispanic,Female,25,19529116
1962,2003,"Peritoneum, Omentum and Mesentery",White,Female,502,119015908
1963,2003,"Peritoneum, Omentum and Mesentery",White,Male,44,116039126
1964,2003,Pleura,White,Female,24,119015908
1965,2003,Pleura,White,Male,48,116039126
1966,2003,Prostate,American Indian/Alaska Native,Male,100,1652897
1967,2003,Prostate,Asian/Pacific Islander,Male,328,6542554
1968,2003,Prostate,Black,Male,4894,18194320
1969,2003,Prostate,Hispanic,Male,1219,20516198
1970,2003,Prostate,White,Male,24232,116039126
1971,2003,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Female,18,1659114
1972,2003,Rectum and Rectosigmoid Junction,American Indian/Alaska Native,Male,20,1652897
1973,2003,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Female,91,6988593
1974,2003,Rectum and Rectosigmoid Junction,Asian/Pacific Islander,Male,112,6542554
1975,2003,Rectum and Rectosigmoid Junction,Black,Female,428,20015421
1976,2003,Rectum and Rectosigmoid Junction,Black,Male,502,18194320
1977,2003,Rectum and Rectosigmoid Junction,Hispanic,Female,165,19529116
1978,2003,Rectum and Rectosigmoid Junction,Hispanic,Male,266,20516198
1979,2003,Rectum and Rectosigmoid Junction,White,Female,3258,119015908
1980,2003,Rectum and Rectosigmoid Junction,White,Male,4106,116039126
1981,2003,Retroperitoneum,White,Female,77,119015908
1982,2003,Retroperitoneum,White,Male,92,116039126
1983,2003,Salivary Gland,Black,Female,27,20015421
1984,2003,Salivary Gland,Black,Male,26,18194320
1985,2003,Salivary Gland,White,Female,228,119015908
1986,2003,Salivary Gland,White,Male,399,116039126
1987,2003,Skin excluding Basal and Squamous,Asian/Pacific Islander,Female,20,6988593
1988,2003,Skin excluding Basal and Squamous,Asian/Pacific Islander,Male,34,6542554
1989,2003,Skin excluding Basal and Squamous,Black,Female,110,20015421
1990,2003,Skin excluding Basal and Squamous,Black,Male,138,18194320
1991,2003,Skin excluding Basal and Squamous,Hispanic,Female,90,19529116
1992,2003,Skin excluding Basal and Squamous,Hispanic,Male,148,20516198
1993,2003,Skin excluding Basal and Squamous,White,Female,3460,119015908
1994,2003,Skin excluding Basal and Squamous,White,Male,6429,116039126
1995,2003,Small Intestine,Black,Female,74,20015421
1996,2003,Small Intestine,Black,Male,80,18194320
1997,2003,Small Intestine,Hispanic,Female,26,19529116
1998,2003,Small Intestine,Hispanic,Male,29,20516198
